tenure_months,tenure_years,tenure_bucket,tenure_quartile,monthly_charges,total_charges,avg_monthly_spend,charge_per_service,estimated_clv,monthly_charge_quartile,total_services,service_diversity,premium_service_count,risk_score,risk_factors_count,tenure_contract_interaction,gender_male,is_senior,has_partner,has_dependents,has_family,senior_alone,phone_service_flag,multiple_lines_flag,has_internet,internet_fiber,internet_dsl,online_security_flag,online_backup_flag,device_protection_flag,tech_support_flag,streaming_tv_flag,streaming_movies_flag,has_security_bundle,has_support_bundle,has_streaming_bundle,contract_length,is_month_to_month,has_long_contract,payment_electronic_check,payment_mailed_check,payment_bank_transfer,payment_credit_card,has_auto_payment,paperless_billing_flag,is_new_customer,is_established,is_loyal,is_high_value,spending_trend,risk_mtm,risk_new,risk_echeck,risk_no_support,risk_high_charge,risk_fiber,high_risk_flag,new_high_value,mtm_high_value,senior_mtm,fiber_no_support,churn,customer_id
71,5.916666666666667,5,4,25.35,1847.55,26.021830985915493,12.675,2151.75,1,2,0.2222222222222222,0,1,1,142,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0174-QRVVY
71,5.916666666666667,5,4,24.65,1766.75,24.883802816901408,12.325,2062.55,1,2,0.2222222222222222,0,1,1,142,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5699-BNCAS
70,5.833333333333333,5,4,19.55,1462.05,20.88642857142857,19.55,1696.65,1,1,0.1111111111111111,0,1,1,140,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2900-PHPLN
1,0.08333333333333333,1,1,25.25,25.25,25.25,25.25,328.25,1,1,0.1111111111111111,0,9,5,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0612-RTZZA
38,3.1666666666666665,4,3,60.0,2193.2,57.715789473684204,10.0,2913.2,2,6,0.6666666666666666,5,0,0,76,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,8106-GWQOK
28,2.3333333333333335,4,2,89.9,2433.5,86.91071428571429,17.98,3512.3,4,5,0.5555555555555556,3,4,2,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,-1,1,0,0,0,0,1,0,0,1,0,0,0,8751-EDEKA
32,2.6666666666666665,4,3,19.4,641.15,20.0359375,19.4,873.9499999999999,1,1,0.1111111111111111,0,4,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6878-GGDWG
49,4.083333333333333,5,3,49.8,2398.4,48.946938775510205,16.599999999999998,2996.0,2,3,0.3333333333333333,1,0,0,98,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4039-PIMHX
37,3.0833333333333335,4,3,24.1,861.85,23.293243243243243,12.05,1151.0500000000002,1,2,0.2222222222222222,0,1,1,74,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,8450-LUGUK
10,0.8333333333333334,2,2,54.25,583.0,58.3,13.5625,1234.0,2,4,0.4444444444444444,2,5,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,3604-WLABM
67,5.583333333333333,5,4,109.9,7332.4,109.43880597014925,13.7375,8651.2,4,8,0.8888888888888888,5,1,1,67,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0795-GMVQO
7,0.5833333333333334,2,1,35.5,249.55,35.65,11.833333333333334,675.55,1,3,0.3333333333333333,2,0,0,7,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2259-OUUSZ
51,4.25,5,3,87.55,4475.9,87.7627450980392,21.8875,5526.5,3,4,0.4444444444444444,2,2,2,51,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1142-IHLOO
9,0.75,2,2,45.15,416.45,46.27222222222222,22.575,958.25,2,2,0.2222222222222222,0,6,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,6410-LEFEN
9,0.75,2,2,88.4,788.6,87.62222222222222,22.1,1849.4,3,4,0.4444444444444444,2,5,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,1,0,1,1,0,1,0,1,0,4633-MKHYU
4,0.3333333333333333,1,1,50.8,202.3,50.575,16.933333333333334,811.8999999999999,2,3,0.3333333333333333,1,5,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,6257-RJOHI
71,5.916666666666667,5,4,99.0,6994.6,98.51549295774649,14.142857142857142,8182.6,4,7,0.7777777777777778,4,3,2,142,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,2,0,1,1,0,0,0,0,1,0,1,1,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,1545-JFUML
50,4.166666666666667,5,3,84.4,4116.15,82.323,21.1,5128.95,3,4,0.4444444444444444,1,5,3,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,-1,1,0,0,1,0,1,1,0,1,0,1,1,3194-ORPIK
24,2.0,3,2,96.55,2263.45,94.31041666666665,19.31,3422.0499999999997,4,5,0.5555555555555556,3,3,2,48,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,2,0,1,1,0,0,0,0,1,0,1,0,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,7826-VVKWT
22,1.8333333333333333,3,2,59.75,1374.35,62.470454545454544,14.9375,2091.35,2,4,0.4444444444444444,2,0,0,22,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1353-GHZOS
44,3.6666666666666665,4,3,111.5,4915.15,111.70795454545454,13.9375,6253.15,4,8,0.8888888888888888,5,6,3,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,2587-EKXTS
33,2.75,4,3,24.25,838.5,25.40909090909091,12.125,1129.5,1,2,0.2222222222222222,0,4,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5442-BXVND
1,0.08333333333333333,1,1,75.1,75.1,75.1,25.03333333333333,976.3,3,3,0.3333333333333333,0,10,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,8816-VXNZD
54,4.5,5,3,70.15,3715.65,68.80833333333334,14.030000000000001,4557.45,2,5,0.5555555555555556,2,1,1,54,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,9378-FXTIZ
42,3.5,4,3,101.75,4273.45,101.74880952380951,16.958333333333332,5494.45,4,6,0.6666666666666666,3,6,3,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,-1,1,0,1,0,0,1,1,0,1,0,1,1,1723-HKXJQ
1,0.08333333333333333,1,1,45.8,45.8,45.8,22.9,595.3999999999999,2,2,0.2222222222222222,0,8,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,7825-GKXMW
1,0.08333333333333333,1,1,20.5,20.5,20.5,20.5,266.5,1,1,0.1111111111111111,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,9753-OYLBX
30,2.5,4,3,70.4,2044.75,68.15833333333333,11.733333333333334,2889.55,3,6,0.6666666666666666,4,2,1,30,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,2364-UFROM
1,0.08333333333333333,1,1,30.55,30.55,30.55,15.275,397.15000000000003,1,2,0.2222222222222222,1,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6656-JWRQX
16,1.3333333333333333,3,2,84.9,1398.25,87.390625,10.6125,2417.05,3,8,0.8888888888888888,5,5,2,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,6473-ULUHT
1,0.08333333333333333,1,1,20.1,20.1,20.1,20.1,261.3,1,1,0.1111111111111111,0,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1240-KNSEZ
9,0.75,2,2,40.65,328.95,36.55,13.549999999999999,816.75,2,3,0.3333333333333333,2,3,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0836-SEYLU
46,3.8333333333333335,4,3,101.0,4680.05,101.74021739130436,16.833333333333332,5892.05,4,6,0.6666666666666666,3,6,3,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,4433-JCGCG
1,0.08333333333333333,1,1,69.1,69.1,69.1,34.55,898.3,2,2,0.2222222222222222,0,10,6,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,3716-BDVDB
71,5.916666666666667,5,4,54.5,3778.2,53.21408450704225,13.625,4432.2,2,4,0.4444444444444444,2,0,0,142,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,2,0,1,0,0,1,0,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7688-AWMDX
43,3.5833333333333335,4,3,75.35,3161.4,73.52093023255814,25.116666666666664,4065.6,3,3,0.3333333333333333,0,6,4,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,-1,1,0,0,1,1,1,1,0,1,0,1,0,2842-BCQGE
50,4.166666666666667,5,3,44.45,2188.45,43.769,11.1125,2721.85,2,4,0.4444444444444444,3,0,0,50,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7244-QWYHG
13,1.0833333333333333,3,2,75.0,999.45,76.88076923076923,25.0,1899.45,3,3,0.3333333333333333,0,5,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,5899-MQZZL
19,1.5833333333333333,3,2,100.0,1888.65,99.40263157894738,16.666666666666668,3088.65,4,6,0.6666666666666666,4,1,1,19,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,1,6849-OYAMU
41,3.4166666666666665,4,3,98.05,3990.6,97.33170731707317,16.341666666666665,5167.2,4,6,0.6666666666666666,3,4,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-1,1,0,0,0,0,1,0,0,1,0,0,0,5312-UXESG
1,0.08333333333333333,1,1,71.15,71.15,71.15,35.575,924.95,3,2,0.2222222222222222,0,10,6,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,9488-HGMJH
24,2.0,3,2,54.15,1240.25,51.677083333333336,10.83,1890.05,2,5,0.5555555555555556,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,6038-GCYEC
40,3.3333333333333335,4,3,63.9,2635.0,65.875,12.78,3401.8,2,5,0.5555555555555556,2,0,0,40,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2150-WLKUW
3,0.25,1,1,69.15,235.0,78.33333333333333,11.525,1064.8000000000002,2,6,0.6666666666666666,3,5,2,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,7159-FVYPK
37,3.0833333333333335,4,3,64.65,2347.85,63.4554054054054,12.930000000000001,3123.65,2,5,0.5555555555555556,2,0,0,37,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7032-LMBHI
67,5.583333333333333,5,4,108.75,7156.2,106.80895522388059,13.59375,8461.2,4,8,0.8888888888888888,5,1,1,134,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,1,1150-WFARN
32,2.6666666666666665,4,3,98.85,3089.6,96.55,16.474999999999998,4275.799999999999,4,6,0.6666666666666666,3,6,3,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,-1,1,0,1,0,0,1,1,0,1,0,1,0,6088-BXMRG
6,0.5,1,1,49.15,270.8,45.13333333333333,16.383333333333333,860.5999999999999,2,3,0.3333333333333333,1,7,3,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,-1,1,1,1,0,0,0,1,0,0,0,0,1,3144-AUDBS
32,2.6666666666666665,4,3,89.6,2901.8,90.68125,17.919999999999998,3977.0,3,5,0.5555555555555556,2,6,3,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,4821-SJHJV
59,4.916666666666667,5,4,83.25,4949.1,83.88305084745764,16.65,5948.1,3,5,0.5555555555555556,2,6,3,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,7346-MEDWM
30,2.5,4,3,70.25,2198.9,73.29666666666667,11.708333333333334,3041.9,2,6,0.6666666666666666,4,0,0,30,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1137-DGOWI
20,1.6666666666666667,3,2,19.4,374.5,18.725,19.4,607.3,1,1,0.1111111111111111,0,6,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-1,1,0,1,1,0,0,1,0,0,0,0,1,5616-PRTNT
27,2.25,4,2,24.5,761.95,28.22037037037037,12.25,1055.95,1,2,0.2222222222222222,0,3,2,54,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3812-LRZIR
20,1.6666666666666667,3,2,79.15,1520.9,76.045,19.7875,2470.7000000000003,3,4,0.4444444444444444,1,6,3,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,-1,1,0,1,0,0,1,1,0,1,1,1,1,4818-QIUFN
9,0.75,2,2,20.1,190.25,21.13888888888889,20.1,431.45000000000005,1,1,0.1111111111111111,0,1,1,9,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9483-GCPWE
68,5.666666666666667,5,4,73.0,5163.0,75.92647058823529,10.428571428571429,6039.0,3,7,0.7777777777777778,4,0,0,68,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4227-OJHAL
69,5.75,5,4,61.4,4059.85,58.83840579710145,12.28,4796.65,2,5,0.5555555555555556,2,0,0,138,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,2,0,1,0,0,0,1,1,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,9220-CXRSC
26,2.1666666666666665,4,2,84.3,2281.6,87.75384615384615,16.86,3293.2,3,5,0.5555555555555556,2,4,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,4993-JCRGJ
69,5.75,5,4,19.9,1356.7,19.66231884057971,19.9,1595.5,1,1,0.1111111111111111,0,1,1,138,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,9537-JALFH
11,0.9166666666666666,2,2,20.4,231.45,21.04090909090909,20.4,476.25,1,1,0.1111111111111111,0,1,1,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6698-OXETB
1,0.08333333333333333,1,1,50.75,50.75,50.75,16.916666666666668,659.75,2,3,0.3333333333333333,0,6,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2103-ZRXFN
10,0.8333333333333334,2,2,20.45,242.4,24.240000000000002,20.45,487.79999999999995,1,1,0.1111111111111111,0,1,1,10,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3724-BSCVH
55,4.583333333333333,5,3,75.75,4264.25,77.53181818181818,10.821428571428571,5173.25,3,7,0.7777777777777778,4,0,0,55,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4877-TSOFF
44,3.6666666666666665,4,3,65.4,2774.55,63.05795454545455,13.080000000000002,3559.3500000000004,2,5,0.5555555555555556,3,2,1,44,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,9209-NWPGU
46,3.8333333333333335,4,3,80.4,3605.2,78.37391304347825,26.8,4570.0,3,3,0.3333333333333333,1,8,5,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,-1,1,0,1,1,1,1,1,0,1,1,1,1,6961-VCPMC
69,5.75,5,4,59.75,4069.9,58.984057971014494,11.95,4786.9,2,5,0.5555555555555556,3,0,0,138,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,2,0,1,0,0,1,0,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7306-YDSOI
11,0.9166666666666666,2,2,78.5,874.2,79.47272727272728,26.166666666666668,1816.2,3,3,0.3333333333333333,1,8,5,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,5288-AHOUP
11,0.9166666666666666,2,2,102.0,1145.35,104.12272727272726,17.0,2369.35,4,6,0.6666666666666666,3,6,3,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,6688-UZPWD
29,2.4166666666666665,4,3,48.95,1323.7,45.6448275862069,16.316666666666666,1911.1000000000001,2,3,0.3333333333333333,1,3,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0655-YDGFJ
57,4.75,5,4,99.65,5497.05,96.43947368421053,16.608333333333334,6692.85,4,6,0.6666666666666666,3,6,3,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,-1,1,0,1,0,0,1,1,0,1,0,1,0,8468-EHYJA
28,2.3333333333333335,4,2,18.25,534.7,19.09642857142857,18.25,753.7,1,1,0.1111111111111111,0,1,1,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6823-SIDFQ
42,3.5,4,3,54.55,2455.05,58.453571428571436,13.6375,3109.65,2,4,0.4444444444444444,2,3,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1097-FSPVW
2,0.16666666666666666,1,1,20.65,38.7,19.35,20.65,286.5,1,1,0.1111111111111111,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,1,2839-RFSQE
23,1.9166666666666667,3,2,40.65,947.4,41.19130434782608,10.1625,1435.1999999999998,2,4,0.4444444444444444,3,0,0,23,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8328-SKJNO
18,1.5,3,2,20.45,357.0,19.833333333333332,20.45,602.4,1,1,0.1111111111111111,0,4,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,7010-ZMVBF
62,5.166666666666667,5,4,24.8,1476.25,23.81048387096774,12.4,1773.85,1,2,0.2222222222222222,0,1,1,62,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,5201-CBWYG
1,0.08333333333333333,1,1,70.8,70.8,70.8,35.4,920.3999999999999,3,2,0.2222222222222222,0,8,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0968-GSIKN
16,1.3333333333333333,3,2,89.05,1448.6,90.5375,17.81,2517.2,3,5,0.5555555555555556,2,4,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1965-DDBWU
3,0.25,1,1,96.6,291.9,97.3,19.32,1451.1,4,5,0.5555555555555556,2,9,5,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,9057-SIHCH
67,5.583333333333333,5,4,88.8,5903.15,88.10671641791045,9.866666666666667,6968.75,3,9,1.0,6,0,0,67,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,6352-GIGGQ
62,5.166666666666667,5,4,20.05,1201.65,19.381451612903227,20.05,1442.25,1,1,0.1111111111111111,0,1,1,124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,3635-QQRQD
57,4.75,5,4,104.5,5921.35,103.88333333333334,14.928571428571429,7175.35,4,7,0.7777777777777778,4,4,2,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,-1,1,0,0,0,0,1,0,0,1,0,0,1,6771-XWBDM
2,0.16666666666666666,1,1,69.8,146.65,73.325,34.9,984.2499999999999,2,2,0.2222222222222222,0,10,6,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,2897-DOVND
